decade,action,animation,comedy,crime,documentation,drama,european,family,fantasy,history,horror,music,reality,romance,scifi,sport,thriller,war,western
50.0,0.05555555555555555,0.0,0.1111111111111111,0.2222222222222222,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0
60.0,0.2631578947368421,0.0,0.05263157894736842,0.05263157894736842,0.0,0.21052631578947367,0.10526315789473684,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.15789473684210525,0.05263157894736842
70.0,0.1346153846153846,0.0,0.1346153846153846,0.09615384615384616,0.09615384615384616,0.19230769230769232,0.038461538461538464,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.0,0.038461538461538464,0.0,0.11538461538461539,0.0,0.0,0.057692307692307696,0.019230769230769232,0.0
80.0,0.0962962962962963,0.044444444444444446,0.15555555555555556,0.08148148148148149,0.02962962962962963,0.25925925925925924,0.05185185185185185,0.05925925925925926,0.014814814814814815,0.0,0.014814814814814815,0.007407407407407408,0.0,0.06666666666666667,0.037037037037037035,0.0,0.037037037037037035,0.044444444444444446,0.0
90.0,0.11658031088082901,0.031088082901554404,0.14766839378238342,0.06217616580310881,0.03367875647668394,0.20207253886010362,0.02849740932642487,0.05181347150259067,0.038860103626943004,0.012953367875647668,0.010362694300518135,0.010362694300518135,0.007772020725388601,0.08290155440414508,0.04922279792746114,0.010362694300518135,0.08031088082901554,0.010362694300518135,0.012953367875647668
100.0,0.10116731517509728,0.05603112840466926,0.1649805447470817,0.05992217898832685,0.02801556420233463,0.18988326848249026,0.038910505836575876,0.047470817120622566,0.045136186770428015,0.012451361867704281,0.023346303501945526,0.010894941634241245,0.0062256809338521405,0.07470817120622568,0.030350194552529183,0.011673151750972763,0.08015564202334631,0.017120622568093387,0.0015564202334630351
110.0,0.07313765378281507,0.047079337401918046,0.15567180083309115,0.05773515450934806,0.06470987116148406,0.1966482611643902,0.03555168071297104,0.045335658238884045,0.04146081565436404,0.01772740482417902,0.026736413833188026,0.018308631211857017,0.014627530756563015,0.06044754431851206,0.03971713649133004,0.01065581710743001,0.08127482321030709,0.010462074978204011,0.0027123898091640027
